Sample in Buffer,Sample in Window,TRIGGER,app_cmd[2:0],app_wdf_data[255:0],app_addr[28:0],app_rd_data[255:0],app_rd_data_reg[255:0],app_en,app_rd_data_end,app_rd_data_valid,app_rdy,app_wdf_end,app_wdf_rdy,app_wdf_wren,ui_clk
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
3487,3487,0,0,002a002a002a002a002a002a002a002a002a002a002a002a002a002a002a002a,00000540,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3488,3488,0,0,002b002b002b002b002b002b002b002b002b002b002b002b002b002b002b002b,00000560,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3489,3489,0,0,002c002c002c002c002c002c002c002c002c002c002c002c002c002c002c002c,00000580,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3490,3490,0,0,002d002d002d002d002d002d002d002d002d002d002d002d002d002d002d002d,000005a0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,0,1,1,1,1
3491,3491,0,0,002d002d002d002d002d002d002d002d002d002d002d002d002d002d002d002d,000005a0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,0,0,1
3492,3492,0,0,002d002d002d002d002d002d002d002d002d002d002d002d002d002d002d002d,000005a0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,1,0,1,0,1
3493,3493,0,0,002e002e002e002e002e002e002e002e002e002e002e002e002e002e002e002e,000005c0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,0,1,1,1,1
3494,3494,0,0,002e002e002e002e002e002e002e002e002e002e002e002e002e002e002e002e,000005c0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3495,3495,0,0,002e002e002e002e002e002e002e002e002e002e002e002e002e002e002e002e,000005c0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3496,3496,0,0,002e002e002e002e002e002e002e002e002e002e002e002e002e002e002e002e,000005c0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3497,3497,0,0,002e002e002e002e002e002e002e002e002e002e002e002e002e002e002e002e,000005c0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,1,0,1,0,1
3498,3498,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,0,1,1,1,1
3499,3499,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3500,3500,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3501,3501,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3502,3502,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3503,3503,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3504,3504,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3505,3505,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3506,3506,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3507,3507,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3508,3508,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3509,3509,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3510,3510,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3511,3511,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3512,3512,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3513,3513,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3514,3514,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3515,3515,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3516,3516,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3517,3517,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3518,3518,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3519,3519,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3520,3520,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3521,3521,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3522,3522,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3523,3523,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3524,3524,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3525,3525,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3526,3526,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3527,3527,0,0,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,000005e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,1,0,1,0,1
3528,3528,0,0,0030003000300030003000300030003000300030003000300030003000300030,00000600,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3529,3529,0,0,0031003100310031003100310031003100310031003100310031003100310031,00000620,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3530,3530,0,0,0032003200320032003200320032003200320032003200320032003200320032,00000640,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,0,1,1
3531,3531,0,0,0033003300330033003300330033003300330033003300330033003300330033,00000660,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,0,1,1
3532,3532,0,0,0034003400340034003400340034003400340034003400340034003400340034,00000680,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,0,1,1
3533,3533,0,0,0035003500350035003500350035003500350035003500350035003500350035,000006a0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,0,1,1
3534,3534,0,0,0036003600360036003600360036003600360036003600360036003600360036,000006c0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3535,3535,0,0,0037003700370037003700370037003700370037003700370037003700370037,000006e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3536,3536,0,0,0038003800380038003800380038003800380038003800380038003800380038,00000700,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3537,3537,0,0,0039003900390039003900390039003900390039003900390039003900390039,00000720,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3538,3538,0,0,003a003a003a003a003a003a003a003a003a003a003a003a003a003a003a003a,00000740,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3539,3539,0,0,003b003b003b003b003b003b003b003b003b003b003b003b003b003b003b003b,00000760,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3540,3540,0,0,003c003c003c003c003c003c003c003c003c003c003c003c003c003c003c003c,00000780,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3541,3541,0,0,003d003d003d003d003d003d003d003d003d003d003d003d003d003d003d003d,000007a0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3542,3542,0,0,003e003e003e003e003e003e003e003e003e003e003e003e003e003e003e003e,000007c0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3543,3543,0,0,003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f,000007e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3544,3544,0,0,0040004000400040004000400040004000400040004000400040004000400040,00000800,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3545,3545,0,0,0041004100410041004100410041004100410041004100410041004100410041,00000820,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3546,3546,0,0,0042004200420042004200420042004200420042004200420042004200420042,00000840,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3547,3547,0,0,0043004300430043004300430043004300430043004300430043004300430043,00000860,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3548,3548,0,0,0044004400440044004400440044004400440044004400440044004400440044,00000880,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3549,3549,0,0,0045004500450045004500450045004500450045004500450045004500450045,000008a0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,0,1,1,1,1
3550,3550,0,0,0045004500450045004500450045004500450045004500450045004500450045,000008a0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3551,3551,0,0,0045004500450045004500450045004500450045004500450045004500450045,000008a0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3552,3552,0,0,0045004500450045004500450045004500450045004500450045004500450045,000008a0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3553,3553,0,0,0045004500450045004500450045004500450045004500450045004500450045,000008a0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,1,0,1,0,1
3554,3554,0,0,0046004600460046004600460046004600460046004600460046004600460046,000008c0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,0,1,1,1,1
3555,3555,0,0,0046004600460046004600460046004600460046004600460046004600460046,000008c0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,1,0,1
3556,3556,0,0,0046004600460046004600460046004600460046004600460046004600460046,000008c0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,0,0,0,0,1
3557,3557,0,0,0046004600460046004600460046004600460046004600460046004600460046,000008c0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,0,1,0,1,0,0,0,1
3558,3558,0,0,0047004700470047004700470047004700470047004700470047004700470047,000008e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,0,1,1
3559,3559,0,0,0048004800480048004800480048004800480048004800480048004800480048,00000900,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,0,1,1
3560,3560,0,0,0049004900490049004900490049004900490049004900490049004900490049,00000920,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3561,3561,0,0,004a004a004a004a004a004a004a004a004a004a004a004a004a004a004a004a,00000940,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3562,3562,0,0,004b004b004b004b004b004b004b004b004b004b004b004b004b004b004b004b,00000960,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3563,3563,0,0,004c004c004c004c004c004c004c004c004c004c004c004c004c004c004c004c,00000980,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3564,3564,0,0,004d004d004d004d004d004d004d004d004d004d004d004d004d004d004d004d,000009a0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3565,3565,0,0,004e004e004e004e004e004e004e004e004e004e004e004e004e004e004e004e,000009c0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3566,3566,0,0,004f004f004f004f004f004f004f004f004f004f004f004f004f004f004f004f,000009e0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3567,3567,0,0,0050005000500050005000500050005000500050005000500050005000500050,00000a00,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3568,3568,0,0,0051005100510051005100510051005100510051005100510051005100510051,00000a20,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3569,3569,0,0,0052005200520052005200520052005200520052005200520052005200520052,00000a40,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3570,3570,0,0,0053005300530053005300530053005300530053005300530053005300530053,00000a60,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3571,3571,0,0,0054005400540054005400540054005400540054005400540054005400540054,00000a80,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
3572,3572,0,0,0055005500550055005500550055005500550055005500550055005500550055,00000aa0,f05fffb701def368ffdf8f3ed0ff332f54e4bbf28fd7933ed7c4ed8fc13d1973,63e5d3fada65e59f6787cef4bb0bc8ab31ffbfdd5b479e6d5b94f78f4c7de5f7,1,1,0,1,1,1,1,1
